score;content;case_folding;cleaning;tokenisasi;normalisasi;stopword_removal;stemming
2;Kenapa saat mau daftar mencantumkan nomor telefon tapi tidak ada sms yg masuk untuk memverifikasinya .padahal sudah berulang2 sya kirim lagi dan kirim lgi;kenapa saat mau daftar mencantumkan nomor telefon tapi tidak ada sms yg masuk untuk memverifikasinya .padahal sudah berulang2 sya kirim lagi dan kirim lgi;kenapa saat mau daftar mencantumkan nomor telefon tapi tidak ada sms yg masuk untuk memverifikasinya padahal sudah berulang2 sya kirim lagi dan kirim lgi;['kenapa', 'saat', 'mau', 'daftar', 'mencantumkan', 'nomor', 'telefon', 'tapi', 'tidak', 'ada', 'sms', 'yg', 'masuk', 'untuk', 'memverifikasinya', 'padahal', 'sudah', 'berulang2', 'sya', 'kirim', 'lagi', 'dan', 'kirim', 'lgi'];['kenapa', 'saat', 'mau', 'daftar', 'mencantumkan', 'nomor', 'telefon', 'tapi', 'tidak', 'ada', 'sms', 'yang', 'masuk', 'untuk', 'memverifikasinya', 'padahal', 'sudah', 'berulang2', 'saya', 'kirim', 'lagi', 'dan', 'kirim', 'lagi'];['kenapa', 'saat', 'mau', 'daftar', 'mencantumkan', 'nomor', 'telefon', 'tapi', 'tidak', 'ada', 'sms', 'yang', 'masuk', 'untuk', 'memverifikasinya', 'padahal', 'sudah', 'berulang2', 'saya', 'kirim', 'lagi', 'dan', 'kirim', 'lagi'];['kenapa', 'saat', 'mau', 'daftar', 'cantum', 'nomor', 'telefon', 'tapi', 'tidak', 'ada', 'sms', 'yang', 'masuk', 'untuk', 'verifikasi', 'padahal', 'sudah', 'berulang2', 'saya', 'kirim', 'lagi', 'dan', 'kirim', 'lagi']
4;Aplikasi ini sangat bagus untuk nonton bioskop ga ribet terus sering ada promo promo lagi. Pakai voucher OCNURG untuk dapatkan promo promo lain.;aplikasi ini sangat bagus untuk nonton bioskop ga ribet terus sering ada promo promo lagi. pakai voucher ocnurg untuk dapatkan promo promo lain.;aplikasi ini sangat bagus untuk nonton bioskop ga ribet terus sering ada promo promo lagi pakai voucher ocnurg untuk dapatkan promo promo lain;['aplikasi', 'ini', 'sangat', 'bagus', 'untuk', 'nonton', 'bioskop', 'ga', 'ribet', 'terus', 'sering', 'ada', 'promo', 'promo', 'lagi', 'pakai', 'voucher', 'ocnurg', 'untuk', 'dapatkan', 'promo', 'promo', 'lain'];['aplikasi', 'ini', 'sangat', 'bagus', 'untuk', 'nonton', 'bioskop', 'tidak', 'ribet', 'terus', 'sering', 'ada', 'promo', 'promo', 'lagi', 'pakai', 'voucher', 'ocnurg', 'untuk', 'dapatkan', 'promo', 'promo', 'lain'];['aplikasi', 'ini', 'sangat', 'bagus', 'untuk', 'nonton', 'bioskop', 'tidak', 'ribet', 'terus', 'sering', 'ada', 'promo', 'promo', 'lagi', 'pakai', 'voucher', 'ocnurg', 'untuk', 'dapatkan', 'promo', 'promo', 'lain'];['aplikasi', 'ini', 'sangat', 'bagus', 'untuk', 'nonton', 'bioskop', 'tidak', 'ribet', 'terus', 'sering', 'ada', 'promo', 'promo', 'lagi', 'pakai', 'voucher', 'ocnurg', 'untuk', 'dapat', 'promo', 'promo', 'lain']
1;Setiap ada film baru pada tanggal tayang perdana selalu bermasalah.. bukannya mempermudah pembelian tiket malah bikin emosi;setiap ada film baru pada tanggal tayang perdana selalu bermasalah.. bukannya mempermudah pembelian tiket malah bikin emosi;setiap ada film baru pada tanggal tayang perdana selalu bermasalah bukannya mempermudah pembelian tiket malah bikin emosi;['setiap', 'ada', 'film', 'baru', 'pada', 'tanggal', 'tayang', 'perdana', 'selalu', 'bermasalah', 'bukannya', 'mempermudah', 'pembelian', 'tiket', 'malah', 'bikin', 'emosi'];['setiap', 'ada', 'film', 'baru', 'pada', 'tanggal', 'tayang', 'perdana', 'selalu', 'bermasalah', 'bukannya', 'mempermudah', 'pembelian', 'tiket', 'bahkan', 'bikin', 'emosi'];['setiap', 'ada', 'film', 'baru', 'pada', 'tanggal', 'tayang', 'perdana', 'selalu', 'bermasalah', 'bukannya', 'mempermudah', 'pembelian', 'tiket', 'bahkan', 'bikin', 'emosi'];['tiap', 'ada', 'film', 'baru', 'pada', 'tanggal', 'tayang', 'perdana', 'selalu', 'masalah', 'bukan', 'mudah', 'beli', 'tiket', 'bahkan', 'bikin', 'emosi']
5;Bagi kalian pengguna baru TIX ID, kalian bisa dapetin voucher senilai RP 25.000 guys, caranya gampang banget, kalian daftar dulu dan jangan lupa masukin kode YORNIP ya guys. Setelah itu kalian bisa langsung dapat dan gunakan vouchernya👌 silahkan dicoba🙏;bagi kalian pengguna baru tix id, kalian bisa dapetin voucher senilai rp 25.000 guys, caranya gampang banget, kalian daftar dulu dan jangan lupa masukin kode yornip ya guys. setelah itu kalian bisa langsung dapat dan gunakan vouchernya👌 silahkan dicoba🙏;bagi kalian pengguna baru tix id kalian bisa dapetin voucher senilai rp 25000 guys caranya gampang banget kalian daftar dulu dan jangan lupa masukin kode yornip ya guys setelah itu kalian bisa langsung dapat dan gunakan vouchernya👌 silahkan dicoba🙏;['bagi', 'kalian', 'pengguna', 'baru', 'tix', 'id', 'kalian', 'bisa', 'dapetin', 'voucher', 'senilai', 'rp', '25000', 'guys', 'caranya', 'gampang', 'banget', 'kalian', 'daftar', 'dulu', 'dan', 'jangan', 'lupa', 'masukin', 'kode', 'yornip', 'ya', 'guys', 'setelah', 'itu', 'kalian', 'bisa', 'langsung', 'dapat', 'dan', 'gunakan', 'vouchernya👌', 'silahkan', 'dicoba🙏'];['bagi', 'kalian', 'pengguna', 'baru', 'tix', 'id', 'kalian', 'bisa', 'dapetin', 'voucher', 'senilai', 'rp', '25000', 'teman-teman', 'caranya', 'gampang', 'banget', 'kalian', 'daftar', 'dulu', 'dan', 'jangan', 'lupa', 'masukkan', 'kode', 'yornip', 'iya', 'teman-teman', 'setelah', 'itu', 'kalian', 'bisa', 'langsung', 'dapat', 'dan', 'gunakan', 'vouchernya👌', 'silahkan', 'dicoba🙏'];['bagi', 'kalian', 'pengguna', 'baru', 'tix', 'id', 'kalian', 'bisa', 'dapetin', 'voucher', 'senilai', 'rp', '25000', 'teman-teman', 'caranya', 'gampang', 'banget', 'kalian', 'daftar', 'dulu', 'dan', 'jangan', 'lupa', 'masukkan', 'kode', 'yornip', 'iya', 'teman-teman', 'setelah', 'itu', 'kalian', 'bisa', 'langsung', 'dapat', 'dan', 'gunakan', 'vouchernya👌', 'silahkan', 'dicoba🙏'];['bagi', 'kalian', 'guna', 'baru', 'tix', 'id', 'kalian', 'bisa', 'dapetin', 'voucher', 'nila', 'rp', '25000', 'teman', 'cara', 'gampang', 'banget', 'kalian', 'daftar', 'dulu', 'dan', 'jangan', 'lupa', 'masuk', 'kode', 'yornip', 'iya', 'teman', 'telah', 'itu', 'kalian', 'bisa', 'langsung', 'dapat', 'dan', 'guna', 'vouchernya', 'silah', 'coba']
1;Salah satu dari 3ribu orang yang kecewa atas aplikasi ini. Input data kartu kredit aja gabisa. Lemotnya minta ampun. Kaget yak servernya karna setiap rabu orang orang udah siap buat beli tiket buy 1 get 1. Makanya jangan dibiasain. Sekelas traveloka gotix ataupun develop pertamanya aja ada masa berlakunya. Nah ini tiap rabu. Ya ngebul server nya.;salah satu dari 3ribu orang yang kecewa atas aplikasi ini. input data kartu kredit aja gabisa. lemotnya minta ampun. kaget yak servernya karna setiap rabu orang orang udah siap buat beli tiket buy 1 get 1. makanya jangan dibiasain. sekelas traveloka gotix ataupun develop pertamanya aja ada masa berlakunya. nah ini tiap rabu. ya ngebul server nya.;salah satu dari 3ribu orang yang kecewa atas aplikasi ini input data kartu kredit aja gabisa lemotnya minta ampun kaget yak servernya karna setiap rabu orang orang udah siap buat beli tiket buy 1 get 1 makanya jangan dibiasain sekelas traveloka gotix ataupun develop pertamanya aja ada masa berlakunya nah ini tiap rabu ya ngebul server nya;['salah', 'satu', 'dari', '3ribu', 'orang', 'yang', 'kecewa', 'atas', 'aplikasi', 'ini', 'input', 'data', 'kartu', 'kredit', 'aja', 'gabisa', 'lemotnya', 'minta', 'ampun', 'kaget', 'yak', 'servernya', 'karna', 'setiap', 'rabu', 'orang', 'orang', 'udah', 'siap', 'buat', 'beli', 'tiket', 'buy', '1', 'get', '1', 'makanya', 'jangan', 'dibiasain', 'sekelas', 'traveloka', 'gotix', 'ataupun', 'develop', 'pertamanya', 'aja', 'ada', 'masa', 'berlakunya', 'nah', 'ini', 'tiap', 'rabu', 'ya', 'ngebul', 'server', 'nya'];['salah', 'satu', 'dari', '3ribu', 'orang', 'yang', 'kecewa', 'atas', 'aplikasi', 'ini', 'input', 'data', 'kartu', 'kredit', 'saja', 'tidak bisa', 'lemotnya', 'minta', 'ampun', 'kaget', 'yak', 'servernya', 'karena', 'setiap', 'rabu', 'orang', 'orang', 'sudah', 'siap', 'buat', 'beli', 'tiket', 'buy', '1', 'get', '1', 'makanya', 'jangan', 'dibiasain', 'sekelas', 'traveloka', 'gotix', 'ataupun', 'develop', 'pertamanya', 'saja', 'ada', 'masa', 'berlakunya', 'nah', 'ini', 'tiap', 'rabu', 'iya', 'ngebul', 'server', 'nya'];['salah', 'satu', 'dari', '3ribu', 'orang', 'yang', 'kecewa', 'atas', 'aplikasi', 'ini', 'input', 'data', 'kartu', 'kredit', 'saja', 'tidak bisa', 'lemotnya', 'minta', 'ampun', 'kaget', 'yak', 'servernya', 'karena', 'setiap', 'rabu', 'orang', 'orang', 'sudah', 'siap', 'buat', 'beli', 'tiket', 'buy', '1', 'get', '1', 'makanya', 'jangan', 'dibiasain', 'sekelas', 'traveloka', 'gotix', 'ataupun', 'develop', 'pertamanya', 'saja', 'ada', 'masa', 'berlakunya', 'nah', 'ini', 'tiap', 'rabu', 'iya', 'ngebul', 'server', 'nya'];['salah', 'satu', 'dari', '3ribu', 'orang', 'yang', 'kecewa', 'atas', 'aplikasi', 'ini', 'input', 'data', 'kartu', 'kredit', 'saja', 'tidak bisa', 'lot', 'minta', 'ampun', 'kaget', 'yak', 'servernya', 'karena', 'tiap', 'rabu', 'orang', 'orang', 'sudah', 'siap', 'buat', 'beli', 'tiket', 'buy', '1', 'get', '1', 'makanya', 'jangan', 'dibiasain', 'kelas', 'traveloka', 'gotix', 'atau', 'develop', 'pertama', 'saja', 'ada', 'masa', 'laku', 'nah', 'ini', 'tiap', 'rabu', 'iya', 'ngebul', 'server', 'nya']
4;yuuk invite code ini yaa TJFCDY sayang banget nomor dananya gak bisa diubah akhirnya dana sbelumnya hilang lantran nmornya udah gak kepake lagi/terblokir coba saja bisa di ubah pasti uang danaku bisa kepake buat tambahin beli tiket lagi 😭😭;yuuk invite code ini yaa tjfcdy sayang banget nomor dananya gak bisa diubah akhirnya dana sbelumnya hilang lantran nmornya udah gak kepake lagi/terblokir coba saja bisa di ubah pasti uang danaku bisa kepake buat tambahin beli tiket lagi 😭😭;yuuk invite code ini yaa tjfcdy sayang banget nomor dananya gak bisa diubah akhirnya dana sbelumnya hilang lantran nmornya udah gak kepake lagiterblokir coba saja bisa di ubah pasti uang danaku bisa kepake buat tambahin beli tiket lagi 😭😭;['yuuk', 'invite', 'code', 'ini', 'yaa', 'tjfcdy', 'sayang', 'banget', 'nomor', 'dananya', 'gak', 'bisa', 'diubah', 'akhirnya', 'dana', 'sbelumnya', 'hilang', 'lantran', 'nmornya', 'udah', 'gak', 'kepake', 'lagiterblokir', 'coba', 'saja', 'bisa', 'di', 'ubah', 'pasti', 'uang', 'danaku', 'bisa', 'kepake', 'buat', 'tambahin', 'beli', 'tiket', 'lagi', '😭😭'];['yuuk', 'invite', 'code', 'ini', 'yaa', 'tjfcdy', 'sayang', 'banget', 'nomor', 'dananya', 'tidak', 'bisa', 'diubah', 'akhirnya', 'dana', 'sbelumnya', 'hilang', 'lantran', 'nmornya', 'sudah', 'tidak', 'kepake', 'lagiterblokir', 'coba', 'saja', 'bisa', 'di', 'ubah', 'pasti', 'uang', 'danaku', 'bisa', 'kepake', 'buat', 'tambahin', 'beli', 'tiket', 'lagi', '😭😭'];['yuuk', 'invite', 'code', 'ini', 'yaa', 'tjfcdy', 'sayang', 'banget', 'nomor', 'dananya', 'tidak', 'bisa', 'diubah', 'akhirnya', 'dana', 'sbelumnya', 'hilang', 'lantran', 'nmornya', 'sudah', 'tidak', 'kepake', 'lagiterblokir', 'coba', 'saja', 'bisa', 'di', 'ubah', 'pasti', 'uang', 'danaku', 'bisa', 'kepake', 'buat', 'tambahin', 'beli', 'tiket', 'lagi', '😭😭'];['yuuk', 'invite', 'code', 'ini', 'yaa', 'tjfcdy', 'sayang', 'banget', 'nomor', 'dana', 'tidak', 'bisa', 'ubah', 'akhir', 'dana', 'sbelumnya', 'hilang', 'lantran', 'nmornya', 'sudah', 'tidak', 'kepake', 'lagiterblokir', 'coba', 'saja', 'bisa', 'di', 'ubah', 'pasti', 'uang', 'dana', 'bisa', 'kepake', 'buat', 'tambahin', 'beli', 'tiket', 'lagi', '']
5;ID saya 95KIX9,, masukan setelah download.. Jangan lupa ya.. Download Apk buat yang suka nonton film, bisa juga buat beli tiket bioskop tanpa antri..;id saya 95kix9,, masukan setelah download.. jangan lupa ya.. download apk buat yang suka nonton film, bisa juga buat beli tiket bioskop tanpa antri..;id saya 95kix9 masukan setelah download jangan lupa ya download apk buat yang suka nonton film bisa juga buat beli tiket bioskop tanpa antri;['id', 'saya', '95kix9', 'masukan', 'setelah', 'download', 'jangan', 'lupa', 'ya', 'download', 'apk', 'buat', 'yang', 'suka', 'nonton', 'film', 'bisa', 'juga', 'buat', 'beli', 'tiket', 'bioskop', 'tanpa', 'antri'];['id', 'saya', '95kix9', 'masukan', 'setelah', 'download', 'jangan', 'lupa', 'iya', 'download', 'aplikasi', 'buat', 'yang', 'suka', 'nonton', 'film', 'bisa', 'juga', 'buat', 'beli', 'tiket', 'bioskop', 'tanpa', 'antri'];['id', 'saya', '95kix9', 'masukan', 'setelah', 'download', 'jangan', 'lupa', 'iya', 'download', 'aplikasi', 'buat', 'yang', 'suka', 'nonton', 'film', 'bisa', 'juga', 'buat', 'beli', 'tiket', 'bioskop', 'tanpa', 'antri'];['id', 'saya', '95kix9', 'masuk', 'telah', 'download', 'jangan', 'lupa', 'iya', 'download', 'aplikasi', 'buat', 'yang', 'suka', 'nonton', 'film', 'bisa', 'juga', 'buat', 'beli', 'tiket', 'bioskop', 'tanpa', 'antri']
1;saya sudah beli tiket dan transfer tpi tidak ada kode tiketnya utk ditukarkan pas nnton nnti, tpi uang saya hilang tiket tdk ada. saya sdh hubungi pihak tix.id lewat email tpi tdk diproses jga keluhan saya.;saya sudah beli tiket dan transfer tpi tidak ada kode tiketnya utk ditukarkan pas nnton nnti, tpi uang saya hilang tiket tdk ada. saya sdh hubungi pihak tix.id lewat email tpi tdk diproses jga keluhan saya.;saya sudah beli tiket dan transfer tpi tidak ada kode tiketnya utk ditukarkan pas nnton nnti tpi uang saya hilang tiket tdk ada saya sdh hubungi pihak tixid lewat email tpi tdk diproses jga keluhan saya;['saya', 'sudah', 'beli', 'tiket', 'dan', 'transfer', 'tpi', 'tidak', 'ada', 'kode', 'tiketnya', 'utk', 'ditukarkan', 'pas', 'nnton', 'nnti', 'tpi', 'uang', 'saya', 'hilang', 'tiket', 'tdk', 'ada', 'saya', 'sdh', 'hubungi', 'pihak', 'tixid', 'lewat', 'email', 'tpi', 'tdk', 'diproses', 'jga', 'keluhan', 'saya'];['saya', 'sudah', 'beli', 'tiket', 'dan', 'transfer', 'tapi', 'tidak', 'ada', 'kode', 'tiketnya', 'untuk', 'ditukarkan', 'pas', 'nnton', 'nanti', 'tapi', 'uang', 'saya', 'hilang', 'tiket', 'tidak', 'ada', 'saya', 'sudah', 'hubungi', 'pihak', 'tixid', 'lewat', 'email', 'tapi', 'tidak', 'diproses', 'juga', 'keluhan', 'saya'];['saya', 'sudah', 'beli', 'tiket', 'dan', 'transfer', 'tapi', 'tidak', 'ada', 'kode', 'tiketnya', 'untuk', 'ditukarkan', 'pas', 'nnton', 'nanti', 'tapi', 'uang', 'saya', 'hilang', 'tiket', 'tidak', 'ada', 'saya', 'sudah', 'hubungi', 'pihak', 'tixid', 'lewat', 'email', 'tapi', 'tidak', 'diproses', 'juga', 'keluhan', 'saya'];['saya', 'sudah', 'beli', 'tiket', 'dan', 'transfer', 'tapi', 'tidak', 'ada', 'kode', 'tiket', 'untuk', 'tukar', 'pas', 'nnton', 'nanti', 'tapi', 'uang', 'saya', 'hilang', 'tiket', 'tidak', 'ada', 'saya', 'sudah', 'hubung', 'pihak', 'tixid', 'lewat', 'email', 'tapi', 'tidak', 'proses', 'juga', 'keluh', 'saya']
1;Kok saya mau pesen tiket setelah di perbarui gabisa di klik sih option nyaa kacauuu ni app.;kok saya mau pesen tiket setelah di perbarui gabisa di klik sih option nyaa kacauuu ni app.;kok saya mau pesen tiket setelah di perbarui gabisa di klik sih option nyaa kacauuu ni app;['kok', 'saya', 'mau', 'pesen', 'tiket', 'setelah', 'di', 'perbarui', 'gabisa', 'di', 'klik', 'sih', 'option', 'nyaa', 'kacauuu', 'ni', 'app'];['kok', 'saya', 'mau', 'pesan', 'tiket', 'setelah', 'di', 'perbarui', 'tidak bisa', 'di', 'klik', 'sih', 'option', 'nyaa', 'kacau', 'ini', 'aplikasi'];['kok', 'saya', 'mau', 'pesan', 'tiket', 'setelah', 'di', 'perbarui', 'tidak bisa', 'di', 'klik', 'sih', 'option', 'nyaa', 'kacau', 'ini', 'aplikasi'];['kok', 'saya', 'mau', 'pesan', 'tiket', 'telah', 'di', 'baru', 'tidak bisa', 'di', 'klik', 'sih', 'option', 'nyaa', 'kacau', 'ini', 'aplikasi']
1;TIX.ID GIMANA NYA INI MASA KODE FERIFIKASI KAGA NYAMPE NYAMPE,SAYA UDAH TOP-UP 150 TAPI GA NONGGOL NONGGOL KODE NYA SAMPE NUNGGU 2 JAM LEBIH. TOLONG DI PERBAIKI SISTEM NYA! JANGAN HANYA MENGANDALKAN ROBOT SAMA SISTEM KOMPUTER. YANG RUGI BANYAK SOAL NYA!;tix.id gimana nya ini masa kode ferifikasi kaga nyampe nyampe,saya udah top-up 150 tapi ga nonggol nonggol kode nya sampe nunggu 2 jam lebih. tolong di perbaiki sistem nya! jangan hanya mengandalkan robot sama sistem komputer. yang rugi banyak soal nya!;tixid gimana nya ini masa kode ferifikasi kaga nyampe nyampesaya udah topup 150 tapi ga nonggol nonggol kode nya sampe nunggu 2 jam lebih tolong di perbaiki sistem nya jangan hanya mengandalkan robot sama sistem komputer yang rugi banyak soal nya;['tixid', 'gimana', 'nya', 'ini', 'masa', 'kode', 'ferifikasi', 'kaga', 'nyampe', 'nyampesaya', 'udah', 'topup', '150', 'tapi', 'ga', 'nonggol', 'nonggol', 'kode', 'nya', 'sampe', 'nunggu', '2', 'jam', 'lebih', 'tolong', 'di', 'perbaiki', 'sistem', 'nya', 'jangan', 'hanya', 'mengandalkan', 'robot', 'sama', 'sistem', 'komputer', 'yang', 'rugi', 'banyak', 'soal', 'nya'];['tixid', 'bagaimana', 'nya', 'ini', 'masa', 'kode', 'ferifikasi', 'tidak', 'nyampe', 'nyampesaya', 'sudah', 'topup', '150', 'tapi', 'tidak', 'nonggol', 'nonggol', 'kode', 'nya', 'sampai', 'menunggu', '2', 'jam', 'lebih', 'tolong', 'di', 'perbaiki', 'sistem', 'nya', 'jangan', 'hanya', 'mengandalkan', 'robot', 'sama', 'sistem', 'komputer', 'yang', 'rugi', 'banyak', 'soal', 'nya'];['tixid', 'bagaimana', 'nya', 'ini', 'masa', 'kode', 'ferifikasi', 'tidak', 'nyampe', 'nyampesaya', 'sudah', 'topup', '150', 'tapi', 'tidak', 'nonggol', 'nonggol', 'kode', 'nya', 'sampai', 'menunggu', '2', 'jam', 'lebih', 'tolong', 'di', 'perbaiki', 'sistem', 'nya', 'jangan', 'hanya', 'mengandalkan', 'robot', 'sama', 'sistem', 'komputer', 'yang', 'rugi', 'banyak', 'soal', 'nya'];['tixid', 'bagaimana', 'nya', 'ini', 'masa', 'kode', 'ferifikasi', 'tidak', 'nyampe', 'nyampesaya', 'sudah', 'topup', '150', 'tapi', 'tidak', 'nonggol', 'nonggol', 'kode', 'nya', 'sampai', 'tunggu', '2', 'jam', 'lebih', 'tolong', 'di', 'baik', 'sistem', 'nya', 'jangan', 'hanya', 'andal', 'robot', 'sama', 'sistem', 'komputer', 'yang', 'rugi', 'banyak', 'soal', 'nya']
4;Aplikasinya bagus. Tapi saran dari saya, mungkin bagus kalo opsi top-up bisa pake pulsa. Biar yg g punya online bangking bisa pake pulsa buat topup.;aplikasinya bagus. tapi saran dari saya, mungkin bagus kalo opsi top-up bisa pake pulsa. biar yg g punya online bangking bisa pake pulsa buat topup.;aplikasinya bagus tapi saran dari saya mungkin bagus kalo opsi topup bisa pake pulsa biar yg g punya online bangking bisa pake pulsa buat topup;['aplikasinya', 'bagus', 'tapi', 'saran', 'dari', 'saya', 'mungkin', 'bagus', 'kalo', 'opsi', 'topup', 'bisa', 'pake', 'pulsa', 'biar', 'yg', 'g', 'punya', 'online', 'bangking', 'bisa', 'pake', 'pulsa', 'buat', 'topup'];['aplikasinya', 'bagus', 'tapi', 'saran', 'dari', 'saya', 'mungkin', 'bagus', 'kalau', 'opsi', 'topup', 'bisa', 'pakai', 'pulsa', 'biar', 'yang', 'g', 'punya', 'online', 'bangking', 'bisa', 'pakai', 'pulsa', 'buat', 'topup'];['aplikasinya', 'bagus', 'tapi', 'saran', 'dari', 'saya', 'mungkin', 'bagus', 'kalau', 'opsi', 'topup', 'bisa', 'pakai', 'pulsa', 'biar', 'yang', 'g', 'punya', 'online', 'bangking', 'bisa', 'pakai', 'pulsa', 'buat', 'topup'];['aplikasi', 'bagus', 'tapi', 'saran', 'dari', 'saya', 'mungkin', 'bagus', 'kalau', 'opsi', 'topup', 'bisa', 'pakai', 'pulsa', 'biar', 'yang', 'g', 'punya', 'online', 'bangking', 'bisa', 'pakai', 'pulsa', 'buat', 'topup']
2;Kenapa gabisa dibuka? Alesan nya disuruh perbarui, tapi pas buka play store ga ada fitur pembarui nya...gmn sih yg bener???;kenapa gabisa dibuka? alesan nya disuruh perbarui, tapi pas buka play store ga ada fitur pembarui nya...gmn sih yg bener???;kenapa gabisa dibuka alesan nya disuruh perbarui tapi pas buka play store ga ada fitur pembarui nyagmn sih yg bener;['kenapa', 'gabisa', 'dibuka', 'alesan', 'nya', 'disuruh', 'perbarui', 'tapi', 'pas', 'buka', 'play', 'store', 'ga', 'ada', 'fitur', 'pembarui', 'nyagmn', 'sih', 'yg', 'bener'];['kenapa', 'tidak bisa', 'dibuka', 'alasan', 'nya', 'disuruh', 'perbarui', 'tapi', 'pas', 'buka', 'play', 'store', 'tidak', 'ada', 'fitur', 'pembarui', 'nyagmn', 'sih', 'yang', 'benar'];['kenapa', 'tidak bisa', 'dibuka', 'alasan', 'nya', 'disuruh', 'perbarui', 'tapi', 'pas', 'buka', 'play', 'store', 'tidak', 'ada', 'fitur', 'pembarui', 'nyagmn', 'sih', 'yang', 'benar'];['kenapa', 'tidak bisa', 'buka', 'alas', 'nya', 'suruh', 'baru', 'tapi', 'pas', 'buka', 'play', 'store', 'tidak', 'ada', 'fitur', 'baru', 'nyagmn', 'sih', 'yang', 'benar']
5;Mesti di coba untuk kalian yg hobi nonton di bioskop 🤭 keren abis, bisa dapet potongan harga pula untuk beli tiket nya, terus kadang ada buy 1 get 1 free lagi.. Dijamin ga nyesel..;mesti di coba untuk kalian yg hobi nonton di bioskop 🤭 keren abis, bisa dapet potongan harga pula untuk beli tiket nya, terus kadang ada buy 1 get 1 free lagi.. dijamin ga nyesel..;mesti di coba untuk kalian yg hobi nonton di bioskop 🤭 keren abis bisa dapet potongan harga pula untuk beli tiket nya terus kadang ada buy 1 get 1 free lagi dijamin ga nyesel;['mesti', 'di', 'coba', 'untuk', 'kalian', 'yg', 'hobi', 'nonton', 'di', 'bioskop', '🤭', 'keren', 'abis', 'bisa', 'dapet', 'potongan', 'harga', 'pula', 'untuk', 'beli', 'tiket', 'nya', 'terus', 'kadang', 'ada', 'buy', '1', 'get', '1', 'free', 'lagi', 'dijamin', 'ga', 'nyesel'];['mesti', 'di', 'coba', 'untuk', 'kalian', 'yang', 'hobi', 'nonton', 'di', 'bioskop', '🤭', 'keren', 'habis', 'bisa', 'dapat', 'potongan', 'harga', 'pula', 'untuk', 'beli', 'tiket', 'nya', 'terus', 'kadang', 'ada', 'buy', '1', 'get', '1', 'free', 'lagi', 'dijamin', 'tidak', 'nyesel'];['mesti', 'di', 'coba', 'untuk', 'kalian', 'yang', 'hobi', 'nonton', 'di', 'bioskop', '🤭', 'keren', 'habis', 'bisa', 'dapat', 'potongan', 'harga', 'pula', 'untuk', 'beli', 'tiket', 'nya', 'terus', 'kadang', 'ada', 'buy', '1', 'get', '1', 'free', 'lagi', 'dijamin', 'tidak', 'nyesel'];['mesti', 'di', 'coba', 'untuk', 'kalian', 'yang', 'hobi', 'nonton', 'di', 'bioskop', '', 'keren', 'habis', 'bisa', 'dapat', 'potong', 'harga', 'pula', 'untuk', 'beli', 'tiket', 'nya', 'terus', 'kadang', 'ada', 'buy', '1', 'get', '1', 'free', 'lagi', 'jamin', 'tidak', 'nyesel']
1;Aplikasi bobrok asu , orang ga pake vpn atau apapun kok tetep aja ada tulisan sambungan data tidak aman . Tolol system ajg;aplikasi bobrok asu , orang ga pake vpn atau apapun kok tetep aja ada tulisan sambungan data tidak aman . tolol system ajg;aplikasi bobrok asu  orang ga pake vpn atau apapun kok tetep aja ada tulisan sambungan data tidak aman  tolol system ajg;['aplikasi', 'bobrok', 'asu', 'orang', 'ga', 'pake', 'vpn', 'atau', 'apapun', 'kok', 'tetep', 'aja', 'ada', 'tulisan', 'sambungan', 'data', 'tidak', 'aman', 'tolol', 'system', 'ajg'];['aplikasi', 'bobrok', 'asu', 'orang', 'tidak', 'pakai', 'vpn', 'atau', 'apapun', 'kok', 'tetep', 'saja', 'ada', 'tulisan', 'sambungan', 'data', 'tidak', 'aman', 'sangat bodoh', 'system', 'ajg'];['aplikasi', 'bobrok', 'asu', 'orang', 'tidak', 'pakai', 'vpn', 'atau', 'apapun', 'kok', 'tetep', 'saja', 'ada', 'tulisan', 'sambungan', 'data', 'tidak', 'aman', 'sangat bodoh', 'system', 'ajg'];['aplikasi', 'bobrok', 'asu', 'orang', 'tidak', 'pakai', 'vpn', 'atau', 'apa', 'kok', 'tetep', 'saja', 'ada', 'tulis', 'sambung', 'data', 'tidak', 'aman', 'sangat bodoh', 'system', 'ajg']
